seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed1,2027,train10,0.1,3037,二胡,ccm_erhu_G0027,0
seed1,2027,train10,0.1,3037,二胡,ccm_erhu_G0040,1
seed1,2027,train10,0.1,3037,二胡,ccm_erhu_G0039,2
seed1,2027,train10,0.1,3037,二胡,ccm_erhu_G0043,3
seed1,2027,train10,0.1,3037,琵琶,ccm_pipa_G0013,0
seed1,2027,train10,0.1,3037,琵琶,ccm_pipa_G0008,1
seed1,2027,train10,0.1,3037,中阮,ccm_zhongruan_G0016,0
seed1,2027,train10,0.1,3037,中阮,ccm_zhongruan_G0017,1
seed1,2027,train10,0.1,3037,笛子,ccm_dizi_G0036,0
seed1,2027,train10,0.1,3037,笛子,ccm_dizi_G0039,1
seed1,2027,train10,0.1,3037,笛子,ccm_dizi_G0035,2
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0043,0
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0009,1
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0015,2
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0029,3
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0096,4
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0010,5
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0020,6
seed1,2027,train10,0.1,3037,唢呐,ccm_suona_G0108,7
seed1,2027,train10,0.1,3037,笙,ccm_sheng_G0004,0
seed1,2027,train10,0.1,3037,笙,ccm_sheng_G0019,1
seed1,2027,train10,0.1,3037,笙,ccm_sheng_G0044,2
seed1,2027,train10,0.1,3037,笙,ccm_sheng_G0039,3
