seed_name,base_seed,ratio_name,ratio_value,subset_seed,segment_id,sample_id,record_id,recording_group_id,family_label,split
seed2,9413,train100,1.0,10513,ccm_dizi_0001_s00,ccm_dizi_0001,ccm_000001,ccm_dizi_G0001,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0001_s01,ccm_dizi_0001,ccm_000001,ccm_dizi_G0001,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0001_s02,ccm_dizi_0001,ccm_000001,ccm_dizi_G0001,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0001_s03,ccm_dizi_0001,ccm_000001,ccm_dizi_G0001,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0001_s04,ccm_dizi_0001,ccm_000001,ccm_dizi_G0001,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0006_s00,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0006_s01,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0006_s02,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0007_s00,ccm_dizi_0007,ccm_000007,ccm_dizi_G0007,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0008_s00,ccm_dizi_0008,ccm_000008,ccm_dizi_G0008,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0008_s01,ccm_dizi_0008,ccm_000008,ccm_dizi_G0008,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0008_s02,ccm_dizi_0008,ccm_000008,ccm_dizi_G0008,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0010_s00,ccm_dizi_0010,ccm_000010,ccm_dizi_G0010,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0010_s01,ccm_dizi_0010,ccm_000010,ccm_dizi_G0010,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0012_s00,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0012_s01,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0012_s02,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0012_s03,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0013_s00,ccm_dizi_0013,ccm_000014,ccm_dizi_G0013,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s00,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s01,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s02,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s03,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s04,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s05,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s06,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0016_s07,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0017_s00,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0017_s01,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0017_s02,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0017_s03,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0017_s04,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0019_s00,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0019_s01,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0019_s02,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0019_s03,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0019_s04,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0020_s00,ccm_dizi_0020,ccm_000060,ccm_dizi_G0020,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0020_s01,ccm_dizi_0020,ccm_000060,ccm_dizi_G0020,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0021_s00,ccm_dizi_0021,ccm_000061,ccm_dizi_G0020,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0021_s01,ccm_dizi_0021,ccm_000061,ccm_dizi_G0020,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0025_s00,ccm_dizi_0025,ccm_000065,ccm_dizi_G0022,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0032_s00,ccm_dizi_0032,ccm_000072,ccm_dizi_G0026,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0033_s00,ccm_dizi_0033,ccm_000073,ccm_dizi_G0026,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0036_s00,ccm_dizi_0036,ccm_000076,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0036_s01,ccm_dizi_0036,ccm_000076,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0036_s02,ccm_dizi_0036,ccm_000076,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0037_s00,ccm_dizi_0037,ccm_000077,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0037_s01,ccm_dizi_0037,ccm_000077,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0037_s02,ccm_dizi_0037,ccm_000077,ccm_dizi_G0028,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s00,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s01,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s02,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s03,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s04,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0038_s05,ccm_dizi_0038,ccm_000078,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s00,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s01,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s02,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s03,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s04,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s05,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s06,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s07,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s08,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s09,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s10,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s11,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s12,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s13,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0039_s14,ccm_dizi_0039,ccm_000079,ccm_dizi_G0029,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s00,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s01,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s02,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s03,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s04,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0040_s05,ccm_dizi_0040,ccm_000080,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s00,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s01,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s02,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s03,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s04,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s05,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0041_s06,ccm_dizi_0041,ccm_000081,ccm_dizi_G0030,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0042_s00,ccm_dizi_0042,ccm_000082,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0042_s01,ccm_dizi_0042,ccm_000082,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0042_s02,ccm_dizi_0042,ccm_000082,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0042_s03,ccm_dizi_0042,ccm_000082,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0042_s04,ccm_dizi_0042,ccm_000082,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0043_s00,ccm_dizi_0043,ccm_000083,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0043_s01,ccm_dizi_0043,ccm_000083,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0043_s02,ccm_dizi_0043,ccm_000083,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0043_s03,ccm_dizi_0043,ccm_000083,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0043_s04,ccm_dizi_0043,ccm_000083,ccm_dizi_G0031,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0044_s00,ccm_dizi_0044,ccm_000084,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0044_s01,ccm_dizi_0044,ccm_000084,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0044_s02,ccm_dizi_0044,ccm_000084,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0044_s03,ccm_dizi_0044,ccm_000084,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0044_s04,ccm_dizi_0044,ccm_000084,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0045_s00,ccm_dizi_0045,ccm_000085,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0045_s01,ccm_dizi_0045,ccm_000085,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0045_s02,ccm_dizi_0045,ccm_000085,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0045_s03,ccm_dizi_0045,ccm_000085,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0045_s04,ccm_dizi_0045,ccm_000085,ccm_dizi_G0032,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0046_s00,ccm_dizi_0046,ccm_000086,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0046_s01,ccm_dizi_0046,ccm_000086,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0046_s02,ccm_dizi_0046,ccm_000086,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0046_s03,ccm_dizi_0046,ccm_000086,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0047_s00,ccm_dizi_0047,ccm_000087,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0047_s01,ccm_dizi_0047,ccm_000087,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0047_s02,ccm_dizi_0047,ccm_000087,ccm_dizi_G0033,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0048_s00,ccm_dizi_0048,ccm_000088,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0048_s01,ccm_dizi_0048,ccm_000088,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0048_s02,ccm_dizi_0048,ccm_000088,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0048_s03,ccm_dizi_0048,ccm_000088,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0049_s00,ccm_dizi_0049,ccm_000089,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0049_s01,ccm_dizi_0049,ccm_000089,ccm_dizi_G0034,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0053_s00,ccm_dizi_0053,ccm_000093,ccm_dizi_G0036,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0054_s00,ccm_dizi_0054,ccm_000094,ccm_dizi_G0037,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0055_s00,ccm_dizi_0055,ccm_000095,ccm_dizi_G0037,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0056_s00,ccm_dizi_0056,ccm_000096,ccm_dizi_G0038,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0057_s00,ccm_dizi_0057,ccm_000097,ccm_dizi_G0038,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0058_s00,ccm_dizi_0058,ccm_000098,ccm_dizi_G0039,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0059_s00,ccm_dizi_0059,ccm_000099,ccm_dizi_G0039,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0060_s00,ccm_dizi_0060,ccm_000100,ccm_dizi_G0040,笛子,train
seed2,9413,train100,1.0,10513,ccm_dizi_0061_s00,ccm_dizi_0061,ccm_000101,ccm_dizi_G0040,笛子,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s00,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s01,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s02,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s03,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s04,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s05,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s06,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s07,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0003_s08,ccm_erhu_0003,ccm_000617,ccm_erhu_G0002,二胡,train
seed2,9413,train100,1.0,10513,ccm_erhu_0005_s00,ccm_erhu_0005,ccm_000619,ccm_erhu_G0003,二胡,train
