seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed2,9413,train10,0.1,10423,二胡,ccm_erhu_G0029,0
seed2,9413,train10,0.1,10423,二胡,ccm_erhu_G0006,1
seed2,9413,train10,0.1,10423,二胡,ccm_erhu_G0053,2
seed2,9413,train10,0.1,10423,二胡,ccm_erhu_G0002,3
seed2,9413,train10,0.1,10423,琵琶,ccm_pipa_G0023,0
seed2,9413,train10,0.1,10423,琵琶,ccm_pipa_G0003,1
seed2,9413,train10,0.1,10423,中阮,ccm_zhongruan_G0015,0
seed2,9413,train10,0.1,10423,中阮,ccm_zhongruan_G0017,1
seed2,9413,train10,0.1,10423,笛子,ccm_dizi_G0017,0
seed2,9413,train10,0.1,10423,笛子,ccm_dizi_G0013,1
seed2,9413,train10,0.1,10423,笛子,ccm_dizi_G0033,2
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0068,0
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0064,1
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0108,2
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0072,3
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0007,4
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0004,5
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0039,6
seed2,9413,train10,0.1,10423,唢呐,ccm_suona_G0058,7
seed2,9413,train10,0.1,10423,笙,ccm_sheng_G0049,0
seed2,9413,train10,0.1,10423,笙,ccm_sheng_G0030,1
seed2,9413,train10,0.1,10423,笙,ccm_sheng_G0046,2
seed2,9413,train10,0.1,10423,笙,ccm_sheng_G0062,3
