seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0046,0
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0013,1
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0038,2
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0052,3
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0044,4
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0005,5
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0037,6
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0045,7
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0007,8
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0042,9
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0053,10
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0039,11
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0028,12
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0003,13
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0043,14
seed0,3407,train50,0.5,4457,二胡,ccm_erhu_G0017,15
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0010,0
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0026,1
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0004,2
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0027,3
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0019,4
seed0,3407,train50,0.5,4457,琵琶,ccm_pipa_G0025,5
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0008,0
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0013,1
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0023,2
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0026,3
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0019,4
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0024,5
seed0,3407,train50,0.5,4457,中阮,ccm_zhongruan_G0015,6
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0027,0
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0032,1
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0030,2
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0038,3
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0006,4
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0016,5
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0043,6
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0039,7
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0033,8
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0034,9
seed0,3407,train50,0.5,4457,笛子,ccm_dizi_G0040,10
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0094,0
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0052,1
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0084,2
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0020,3
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0056,4
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0012,5
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0049,6
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0075,7
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0061,8
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0022,9
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0003,10
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0024,11
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0100,12
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0064,13
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0105,14
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0014,15
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0085,16
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0033,17
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0106,18
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0001,19
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0103,20
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0048,21
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0101,22
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0070,23
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0102,24
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0050,25
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0039,26
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0109,27
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0006,28
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0104,29
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0005,30
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0038,31
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0016,32
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0021,33
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0089,34
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0098,35
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0036,36
seed0,3407,train50,0.5,4457,唢呐,ccm_suona_G0076,37
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0005,0
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0043,1
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0007,2
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0052,3
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0010,4
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0021,5
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0054,6
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0015,7
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0063,8
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0011,9
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0044,10
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0047,11
seed0,3407,train50,0.5,4457,笙,ccm_sheng_G0068,12
