seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0046,0
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0011,1
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0017,2
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0009,3
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0032,4
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0042,5
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0050,6
seed1,2027,train25,0.25,3052,二胡,ccm_erhu_G0037,7
seed1,2027,train25,0.25,3052,琵琶,ccm_pipa_G0011,0
seed1,2027,train25,0.25,3052,琵琶,ccm_pipa_G0025,1
seed1,2027,train25,0.25,3052,琵琶,ccm_pipa_G0008,2
seed1,2027,train25,0.25,3052,中阮,ccm_zhongruan_G0024,0
seed1,2027,train25,0.25,3052,中阮,ccm_zhongruan_G0019,1
seed1,2027,train25,0.25,3052,中阮,ccm_zhongruan_G0025,2
seed1,2027,train25,0.25,3052,中阮,ccm_zhongruan_G0016,3
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0036,0
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0029,1
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0030,2
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0010,3
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0023,4
seed1,2027,train25,0.25,3052,笛子,ccm_dizi_G0012,5
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0091,0
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0108,1
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0095,2
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0074,3
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0040,4
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0010,5
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0086,6
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0096,7
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0032,8
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0006,9
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0084,10
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0077,11
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0079,12
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0015,13
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0025,14
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0060,15
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0052,16
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0043,17
seed1,2027,train25,0.25,3052,唢呐,ccm_suona_G0065,18
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0008,0
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0059,1
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0013,2
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0049,3
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0045,4
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0056,5
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0021,6
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0062,7
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0065,8
seed1,2027,train25,0.25,3052,笙,ccm_sheng_G0031,9
