seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed0,3407,train10,0.1,4417,二胡,ccm_erhu_G0001,0
seed0,3407,train10,0.1,4417,二胡,ccm_erhu_G0023,1
seed0,3407,train10,0.1,4417,二胡,ccm_erhu_G0011,2
seed0,3407,train10,0.1,4417,二胡,ccm_erhu_G0040,3
seed0,3407,train10,0.1,4417,琵琶,ccm_pipa_G0011,0
seed0,3407,train10,0.1,4417,琵琶,ccm_pipa_G0014,1
seed0,3407,train10,0.1,4417,中阮,ccm_zhongruan_G0013,0
seed0,3407,train10,0.1,4417,中阮,ccm_zhongruan_G0012,1
seed0,3407,train10,0.1,4417,笛子,ccm_dizi_G0032,0
seed0,3407,train10,0.1,4417,笛子,ccm_dizi_G0016,1
seed0,3407,train10,0.1,4417,笛子,ccm_dizi_G0034,2
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0106,0
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0070,1
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0075,2
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0101,3
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0050,4
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0041,5
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0107,6
seed0,3407,train10,0.1,4417,唢呐,ccm_suona_G0052,7
seed0,3407,train10,0.1,4417,笙,ccm_sheng_G0006,0
seed0,3407,train10,0.1,4417,笙,ccm_sheng_G0061,1
seed0,3407,train10,0.1,4417,笙,ccm_sheng_G0060,2
seed0,3407,train10,0.1,4417,笙,ccm_sheng_G0057,3
