seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0010,0
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0003,1
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0028,2
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0046,3
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0007,4
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0053,5
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0029,6
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0040,7
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0004,8
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0020,9
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0015,10
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0012,11
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0041,12
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0055,13
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0036,14
seed2,9413,train50,0.5,10463,二胡,ccm_erhu_G0002,15
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0013,0
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0025,1
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0011,2
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0026,3
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0003,4
seed2,9413,train50,0.5,10463,琵琶,ccm_pipa_G0002,5
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0026,0
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0017,1
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0008,2
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0023,3
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0007,4
seed2,9413,train50,0.5,10463,中阮,ccm_zhongruan_G0022,5
