seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0056,0
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0010,1
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0007,2
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0042,3
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0018,4
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0040,5
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0028,6
seed0,3407,train25,0.25,4432,二胡,ccm_erhu_G0045,7
seed0,3407,train25,0.25,4432,琵琶,ccm_pipa_G0009,0
seed0,3407,train25,0.25,4432,琵琶,ccm_pipa_G0007,1
seed0,3407,train25,0.25,4432,琵琶,ccm_pipa_G0008,2
seed0,3407,train25,0.25,4432,中阮,ccm_zhongruan_G0016,0
seed0,3407,train25,0.25,4432,中阮,ccm_zhongruan_G0012,1
seed0,3407,train25,0.25,4432,中阮,ccm_zhongruan_G0022,2
seed0,3407,train25,0.25,4432,中阮,ccm_zhongruan_G0015,3
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0026,0
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0030,1
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0025,2
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0031,3
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0001,4
seed0,3407,train25,0.25,4432,笛子,ccm_dizi_G0006,5
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0089,0
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0011,1
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0082,2
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0061,3
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0059,4
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0013,5
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0057,6
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0022,7
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0107,8
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0096,9
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0050,10
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0046,11
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0029,12
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0033,13
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0005,14
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0023,15
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0048,16
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0021,17
seed0,3407,train25,0.25,4432,唢呐,ccm_suona_G0049,18
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0005,0
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0045,1
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0044,2
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0050,3
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0043,4
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0060,5
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0052,6
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0054,7
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0046,8
seed0,3407,train25,0.25,4432,笙,ccm_sheng_G0068,9
