seed_name,base_seed,ratio_name,ratio_value,subset_seed,segment_id,sample_id,record_id,recording_group_id,family_label,split
seed1,2027,train100,1.0,3127,ccm_dizi_0006_s00,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0006_s01,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0006_s02,ccm_dizi_0006,ccm_000006,ccm_dizi_G0006,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0010_s00,ccm_dizi_0010,ccm_000010,ccm_dizi_G0010,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0010_s01,ccm_dizi_0010,ccm_000010,ccm_dizi_G0010,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0012_s00,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0012_s01,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0012_s02,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0012_s03,ccm_dizi_0012,ccm_000012,ccm_dizi_G0012,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s00,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s01,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s02,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s03,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s04,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s05,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s06,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0016_s07,ccm_dizi_0016,ccm_000016,ccm_dizi_G0016,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0017_s00,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0017_s01,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0017_s02,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0017_s03,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0017_s04,ccm_dizi_0017,ccm_000017,ccm_dizi_G0017,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0019_s00,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0019_s01,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0019_s02,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0019_s03,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0019_s04,ccm_dizi_0019,ccm_000019,ccm_dizi_G0019,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0022_s00,ccm_dizi_0022,ccm_000062,ccm_dizi_G0021,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0022_s01,ccm_dizi_0022,ccm_000062,ccm_dizi_G0021,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0023_s00,ccm_dizi_0023,ccm_000063,ccm_dizi_G0021,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0023_s01,ccm_dizi_0023,ccm_000063,ccm_dizi_G0021,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0025_s00,ccm_dizi_0025,ccm_000065,ccm_dizi_G0022,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0026_s00,ccm_dizi_0026,ccm_000066,ccm_dizi_G0023,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0026_s01,ccm_dizi_0026,ccm_000066,ccm_dizi_G0023,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0026_s02,ccm_dizi_0026,ccm_000066,ccm_dizi_G0023,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0026_s03,ccm_dizi_0026,ccm_000066,ccm_dizi_G0023,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0027_s00,ccm_dizi_0027,ccm_000067,ccm_dizi_G0023,笛子,train
seed1,2027,train100,1.0,3127,ccm_dizi_0027_s01,ccm_dizi_0027,ccm_000067,ccm_dizi_G0023,笛子,train
