seed_name,base_seed,ratio_name,ratio_value,subset_seed,family_label,recording_group_id,selection_rank
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0042,0
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0040,1
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0055,2
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0028,3
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0007,4
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0015,5
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0027,6
seed2,9413,train25,0.25,10438,二胡,ccm_erhu_G0046,7
seed2,9413,train25,0.25,10438,琵琶,ccm_pipa_G0023,0
seed2,9413,train25,0.25,10438,琵琶,ccm_pipa_G0004,1
seed2,9413,train25,0.25,10438,琵琶,ccm_pipa_G0019,2
seed2,9413,train25,0.25,10438,中阮,ccm_zhongruan_G0015,0
seed2,9413,train25,0.25,10438,中阮,ccm_zhongruan_G0022,1
seed2,9413,train25,0.25,10438,中阮,ccm_zhongruan_G0020,2
seed2,9413,train25,0.25,10438,中阮,ccm_zhongruan_G0025,3
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0020,0
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0033,1
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0030,2
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0039,3
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0006,4
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0008,5
seed2,9413,train25,0.25,10438,笛子,ccm_dizi_G0007,6
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0102,0
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0046,1
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0033,2
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0031,3
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0028,4
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0109,5
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0085,6
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0058,7
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0035,8
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0014,9
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0096,10
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0079,11
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0022,12
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0088,13
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0092,14
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0077,15
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0026,16
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0039,17
seed2,9413,train25,0.25,10438,唢呐,ccm_suona_G0021,18
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0007,0
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0038,1
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0002,2
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0043,3
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0050,4
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0039,5
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0056,6
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0052,7
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0061,8
seed2,9413,train25,0.25,10438,笙,ccm_sheng_G0030,9
